,0,1,2,3,4,5,6,7
0,100,Veranstaltung nicht gefunden,,,,,,
1,101,Veranstaltung nicht gefunden,,,,,,
2,102,WAK-N zu Steuervorlagen,Medienzentrum 3003 Bern,Di 29.08.2006 17:30,Medienkonferenz der WAK-N zu den Steuervorlagen.,Kein Kontakt,WAK N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-102.html
3,103,Veranstaltung nicht gefunden,,,,,,
4,104,Veranstaltung nicht gefunden,,,,,,
5,105,Finanzpolitischer Apéro,Bernerhof Bern,Do 14.09.2006 12:15 - 14:00,"Die Eidg. Finanzverwaltung lädt Sie zum ersten „Finanzpolitischen Apéro“ ein. Die Veranstaltung soll den interessierten Medienschaffenden Gelegenheit bieten, sich aus erster Hand und in ungezwungener Atmosphäre über aktuelle Themen der Fi-nanzpolitik zu informieren. Am Anlass werden Peter Siegenthaler, Direktor der Eidg. Finanzverwaltung, und die Vizedirektoren Fritz Zurbrügg, Beat Blaser, und Karl Schwaar je ein Kurzreferat hal-ten. Neben der neu gestalteten und frisch gedruckten Finanzberichterstattung zum Voranschlag 2007 und dem Finanzplan 2008 – 2010 wird ein Ausblick auf die weite-ren Schritte im Neuen Rechnungsmodell des Bundes sowie eine aktuelle finanzpoliti-sche Standortbestimmung Thema sein. Anschliessend bietet sich bei einem; Apéro Gelegenheit für Fragen und Diskussionen.",Kein Kontakt,Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-105.html
6,106,Sitzung Kommission für soziale Sicherheit und Gesundheit,Bundesrain Bern,Mi 13.09.2006 08:00 - 17:00,Keine Beschreibung,Kein Kontakt,Kommission für soziale Sicherheit und Gesundheit,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-106.html
7,107,Veranstaltung nicht gefunden,,,,,,
8,108,Veranstaltung nicht gefunden,,,,,,
9,109,Veranstaltung nicht gefunden,,,,,,
10,110,Veranstaltung nicht gefunden,,,,,,
11,111,Veranstaltung nicht gefunden,,,,,,
12,112,Löhne 2007,Hotel Bern Bern,So 10.09.2006 08:00,PK,Kein Kontakt,Gewerkschaftsbund,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-112.html
13,113,Veranstaltung nicht gefunden,,,,,,
14,114,Veranstaltung nicht gefunden,,,,,,
15,115,Veranstaltung nicht gefunden,,,,,,
16,116,Heerestage 2006,Konferenzsaal Bern,Fr 13.10.2006 10:00,Keine Beschreibung,Kein Kontakt,Generalsekretariat VBS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-116.html
17,117,Veranstaltung nicht gefunden,,,,,,
18,118,Veranstaltung nicht gefunden,,,,,,
19,119,Veranstaltung nicht gefunden,,,,,,
20,120,Veranstaltung nicht gefunden,,,,,,
21,121,Veranstaltung nicht gefunden,,,,,,
22,122,Veranstaltung nicht gefunden,,,,,,
23,123,Veranstaltung nicht gefunden,,,,,,
24,124,Veranstaltung nicht gefunden,,,,,,
25,125,Veranstaltung nicht gefunden,,,,,,
26,126,Veranstaltung nicht gefunden,,,,,,
27,127,Veranstaltung nicht gefunden,,,,,,
28,128,Veranstaltung nicht gefunden,,,,,,
29,129,Veranstaltung nicht gefunden,,,,,,
30,130,Veranstaltung nicht gefunden,,,,,,
31,131,Bundespräsident Leuenberger nimmt an der Verkehrsministerkonferenz in Verona teil,- Verona,Fr 03.11.2006,Keine Beschreibung,Kein Kontakt,Generalsekretariat UVEK,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-131.html
32,132,Veranstaltung nicht gefunden,,,,,,
33,133,Referat von Bundesrat Pascal Couchepin beim ETH-Symposium «Technologieentwicklung und Nachhaltigkeit in der Schweiz»,ETH Zürich,Fr 03.11.2006 09:30,Keine Beschreibung,Kein Kontakt,Eidgenössisches Departement des Innern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-133.html
34,134,Le Conseiller fédéral Couchepin prononce à 14h30 un discours à l'occasion du séminaire de la Commission fédérale pour l'enfance et la jeunesse à Bienne.,Bienne Berne,Fr 03.11.2006 14:30,Keine Beschreibung,Kein Kontakt,Département fédéral de l'intérieur,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-134.html
35,135,"Medienkonferenz KKJPD/VBS, mit Bundesrat Samuel Schmid",Bern Bern,Fr 03.11.2006 13:30,"Bundesrat Schmid nimmt ab 13.30 Uhr an der Medienkonferenz KKJPD/VBS zum ""Bericht über Bearbeitung der Aufträge vom Juni 05"" im Konferenzsaal teil.",Kein Kontakt,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-135.html
36,136,Armeereform,"Bern, Kleiner Konferenzraum Bern",Fr 03.11.2006 13:00,Keine Beschreibung,Kein Kontakt,SiK/CPS-S,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-136.html
37,137,"Iv ""Für tiefere Krankenkassenprämien""/KVG",Kleiner Konferenzraum Bern,Fr 03.11.2006 14:30,Keine Beschreibung,Kein Kontakt,SGK/CSSS-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-137.html
38,138,Medienkonferenz,Kleiner Konferenzraum Bern,Fr 03.11.2006 16:30,Keine Beschreibung,Kein Kontakt,RK/CAJ-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-138.html
39,139,Veranstaltung nicht gefunden,,,,,,
40,140,Kongressvorschau,Hotel Bern Bern,Mo 06.11.2006 10:15,Keine Beschreibung,Kein Kontakt,SGB/USS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-140.html
41,141,Medienkonferenz,Konferenzsaal Bern,Di 07.11.2006 09:15,Keine Beschreibung,Kein Kontakt,SP-Fraktion,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-141.html
42,142,Veranstaltung nicht gefunden,,,,,,
43,143,Veranstaltung nicht gefunden,,,,,,
44,144,Veranstaltung nicht gefunden,,,,,,
45,145,Veranstaltung nicht gefunden,,,,,,
46,146,Veranstaltung nicht gefunden,,,,,,
47,147,Veranstaltung nicht gefunden,,,,,,
48,148,Veranstaltung nicht gefunden,,,,,,
49,149,Veranstaltung nicht gefunden,,,,,,
50,150,Bundesratssitzung,Medienzentrum Bundeshaus Bern,Mi 29.11.2006,Medienkonferenz des Bundesrats nach der wöchentlichen Sitzung,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-150.html
51,151,Veranstaltung nicht gefunden,,,,,,
52,152,Veranstaltung nicht gefunden,,,,,,
53,153,Veranstaltung nicht gefunden,,,,,,
54,154,Veranstaltung nicht gefunden,,,,,,
55,155,Veranstaltung nicht gefunden,,,,,,
56,156,Veranstaltung nicht gefunden,,,,,,
57,157,Test Veranstaltung,Jahnstrasse 7844 Bern,Mi 20.12.2006 10:00 - 13:00,Test Veranstaltung Beschreibung,Kontakt bitte an,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-157.html
58,158,Veranstaltung nicht gefunden,,,,,,
59,159,Veranstaltung nicht gefunden,,,,,,
60,160,Veranstaltung nicht gefunden,,,,,,
61,161,Veranstaltung nicht gefunden,,,,,,
62,162,Veranstaltung nicht gefunden,,,,,,
63,163,Veranstaltung nicht gefunden,,,,,,
64,164,Veranstaltung nicht gefunden,,,,,,
65,165,Veranstaltung nicht gefunden,,,,,,
66,166,Veranstaltung nicht gefunden,,,,,,
67,167,Veranstaltung nicht gefunden,,,,,,
68,168,Veranstaltung nicht gefunden,,,,,,
69,169,Veranstaltung nicht gefunden,,,,,,
70,170,Veranstaltung nicht gefunden,,,,,,
71,171,Veranstaltung nicht gefunden,,,,,,
72,172,Veranstaltung nicht gefunden,,,,,,
73,173,Veranstaltung nicht gefunden,,,,,,
74,174,Veranstaltung nicht gefunden,,,,,,
75,175,Veranstaltung nicht gefunden,,,,,,
76,176,Veranstaltung nicht gefunden,,,,,,
77,177,Bundesratssitzung,Medienzentrum 3003 Bern,Mi 31.01.2007,Keine Beschreibung,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-177.html
78,178,Jugendarbeitnehmerschutz,Hotel Bern 3011 Bern,Do 01.02.2007 09:30 - 10:30,Medienkonferenz,"P. Cavadini, Pressesprecher SGB, Tel. 031 377 01 07",Schweiz. Gewerkschaftsbund SGB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-178.html
79,179,Veranstaltung nicht gefunden,,,,,,
80,180,Veranstaltung nicht gefunden,,,,,,
81,181,Veranstaltung nicht gefunden,,,,,,
82,182,Veranstaltung nicht gefunden,,,,,,
83,183,Veranstaltung nicht gefunden,,,,,,
84,184,Veranstaltung nicht gefunden,,,,,,
85,185,Veranstaltung nicht gefunden,,,,,,
86,186,Veranstaltung nicht gefunden,,,,,,
87,187,Veranstaltung nicht gefunden,,,,,,
88,188,Globalisierung und die Rolle der öffentlichen Entwicklungszusammenarbeit,Medienzentrum 3003 Bern,Do 29.03.2007 11:00 - 12:00,"Medienkonferenz mit Richard Manning, Direktor OECD/DAC","Suzan Gürler, DEZA, 031 322 31 09",OECD/DEZA/SECO,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-188.html
89,189,Das neue SVP-Kulturpapier,Medienzentrum 3003 Bern,Do 01.02.2007 15:45,Medienkonferenz,"Roman S. Jäggi, Pressesprecher, SVP",SVP/UDC,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-189.html
90,190,Kampagne Fliessgewässer,Hotel Bern 3011 Bern,Mo 05.03.2007 10:15,Medienkonferenz,"Nicole El-Aghar, Pro Natura, 061 317 92 45",Pro Natura,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-190.html
91,191,Veranstaltung nicht gefunden,,,,,,
92,192,Veranstaltung nicht gefunden,,,,,,
93,193,Ja zur Einheitskrankenkasse,Medienzentrum 3003 Bern,Mo 05.02.2007 10:30,Medienkonferenz,"Jean-Yves Gentil, porte-parole PSS, 031 329 69 86",SPS/PSS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-193.html
94,194,Jahresmedienkonferenz,Rest. Schmiedstube 3011 Bern,Di 06.02.2007 10:30,Keine Beschreibung,"E. Minder, SGV",Schweiz. Gewerbeverband SGV,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-194.html
95,195,Präsentation KMU-Handbuch,Bernerhof 3003 Bern,Mo 12.02.2007 10:00,Medienkonferenz mit Bundesrätin Leuthard,"Kommunikation EVD, 031 322 20 07","Eidgenössisches Departement für Wirtschaft, Bildung und Forschung",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-195.html
96,196,Veranstaltung nicht gefunden,,,,,,
97,197,Veranstaltung nicht gefunden,,,,,,
98,198,Der Schweizer Zoll im Jahr 2006 - für mehr Sicherheit,Medienzentrum 3003 Bern,Di 13.02.2007 10:00,Jahresmedienkonferenz,"Walter Pavel, Leiter Information Oberzolldirektion, Tel. 031 322 65 13; Michaela Rickenbacher, Kommando GWK, Oberzolldirektion, Tel. 031 325 61 07",Eidgenössische Zollverwaltung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-198.html
99,199,Bundesratssitzung,Medienzentrum 3003 Bern,Mi 14.02.2007,Medienkonferenz des Bundesrates,Kein Kontakt,Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-199.html
